1.000000 2.000000 3.000000 4.000000 5.000000 6.000000 7.000000 8.000000 9.000000 10.000000 11.000000 12.000000 13.000000 14.000000 15.000000 16.000000 17.000000 18.000000 19.000000 20.000000 21.000000 22.000000 23.000000 24.000000 25.000000 26.000000 27.000000 28.000000 29.000000 30.000000 31.000000 32.000000 33.000000 34.000000 35.000000 36.000000 37.000000 38.000000 39.000000 40.000000 41.000000 42.000000 43.000000 44.000000 45.000000 46.000000 47.000000 48.000000 49.000000 50.000000 51.000000 52.000000 53.000000 54.000000 55.000000 56.000000 57.000000 58.000000 59.000000 60.000000 61.000000 62.000000 63.000000 64.000000 65.000000 66.000000 67.000000 68.000000 69.000000 70.000000 71.000000 72.000000 73.000000 74.000000 75.000000 76.000000 77.000000 78.000000 79.000000 80.000000 81.000000 82.000000 83.000000 84.000000 85.000000 86.000000 87.000000 88.000000 89.000000 90.000000 91.000000 92.000000 93.000000 94.000000 95.000000 96.000000 
5.667333 5.645834 5.601403 5.635974 5.567504 5.529061 5.488948 5.403081 5.371249 5.359357 5.326530 5.326702 5.244867 5.265403 5.220567 5.212034 5.214984 5.301999 5.293606 5.232207 5.393664 5.386099 5.463192 5.442935 5.589647 5.673107 5.781553 5.870359 6.223859 6.557800 6.861395 7.151829 7.449337 7.748727 7.939487 8.174228 8.316745 8.422101 8.526296 8.729142 8.782785 8.833287 8.759685 8.668921 8.588168 8.423277 8.380042 8.312127 8.370058 8.376312 8.388545 8.448303 8.426130 8.399762 8.345837 8.322341 8.373873 8.416847 8.428069 8.388753 8.380952 8.398970 8.388260 8.312406 8.297264 8.141515 8.076760 7.961506 7.811878 7.590977 7.479093 7.318534 7.343946 7.424828 7.481935 7.569326 7.539808 7.484128 7.458318 7.442718 7.353919 7.260211 7.207729 7.118284 7.079252 7.008501 6.849419 6.802799 6.663452 6.520627 6.291888 6.122322 5.999908 5.908497 5.662812 5.541201 
1.000000 2.000000 3.000000 4.000000 5.000000 6.000000 7.000000 8.000000 9.000000 10.000000 11.000000 12.000000 13.000000 14.000000 15.000000 16.000000 17.000000 18.000000 19.000000 20.000000 21.000000 22.000000 23.000000 24.000000 25.000000 26.000000 27.000000 28.000000 29.000000 30.000000 31.000000 32.000000 33.000000 34.000000 35.000000 36.000000 37.000000 38.000000 39.000000 40.000000 41.000000 42.000000 43.000000 44.000000 45.000000 46.000000 47.000000 48.000000 49.000000 50.000000 51.000000 52.000000 53.000000 54.000000 55.000000 56.000000 57.000000 58.000000 59.000000 60.000000 61.000000 62.000000 63.000000 64.000000 65.000000 66.000000 67.000000 68.000000 69.000000 70.000000 71.000000 72.000000 73.000000 74.000000 75.000000 76.000000 77.000000 78.000000 79.000000 80.000000 81.000000 82.000000 83.000000 84.000000 85.000000 86.000000 87.000000 88.000000 89.000000 90.000000 91.000000 92.000000 93.000000 94.000000 95.000000 96.000000 
4.763426 4.768133 4.740301 4.684478 4.644532 4.648784 4.616447 4.561025 4.547753 4.513586 4.522554 4.494282 4.519828 4.419816 4.454526 4.428561 4.417314 4.442723 4.495758 4.456832 4.623363 4.681720 4.786754 4.883714 4.983291 5.090417 5.191074 5.246151 5.475078 5.561871 5.799630 6.042735 6.307541 6.522877 6.787069 6.955498 7.050300 7.145056 7.283403 7.332892 7.412122 7.494860 7.486387 7.210225 7.173234 7.030944 6.985565 6.859521 6.894372 6.941752 6.982204 7.077814 7.061670 6.997650 7.072722 7.044722 7.042112 7.000780 6.969706 7.065570 7.004048 7.014573 7.061182 7.118604 7.084598 7.170198 7.199489 7.171502 7.310369 7.424159 7.303068 7.260170 7.242530 7.155308 7.102062 7.084640 6.960763 6.927243 6.844161 6.816983 6.787659 6.646597 6.599693 6.533966 6.422383 6.279516 6.141785 6.043418 5.901383 5.750365 5.674661 5.486612 5.477082 5.419269 5.348304 5.279293 
1.000000 2.000000 3.000000 4.000000 5.000000 6.000000 7.000000 8.000000 9.000000 10.000000 11.000000 12.000000 13.000000 14.000000 15.000000 16.000000 17.000000 18.000000 19.000000 20.000000 21.000000 22.000000 23.000000 24.000000 25.000000 26.000000 27.000000 28.000000 29.000000 30.000000 31.000000 32.000000 33.000000 34.000000 35.000000 36.000000 37.000000 38.000000 39.000000 40.000000 41.000000 42.000000 43.000000 44.000000 45.000000 46.000000 47.000000 48.000000 49.000000 50.000000 51.000000 52.000000 53.000000 54.000000 55.000000 56.000000 57.000000 58.000000 59.000000 60.000000 61.000000 62.000000 63.000000 64.000000 65.000000 66.000000 67.000000 68.000000 69.000000 70.000000 71.000000 72.000000 73.000000 74.000000 75.000000 76.000000 77.000000 78.000000 79.000000 80.000000 81.000000 82.000000 83.000000 84.000000 85.000000 86.000000 87.000000 88.000000 89.000000 90.000000 91.000000 92.000000 93.000000 94.000000 95.000000 96.000000 
6.341478 6.282019 6.199532 6.178246 6.121550 6.120195 6.079947 6.032998 5.923372 5.937772 5.838998 5.884405 5.835323 5.831354 5.836508 5.847509 5.816916 5.778036 5.728499 5.704468 5.756159 5.760561 5.729627 5.760089 5.856192 5.904999 6.028293 6.240567 6.561872 6.993443 7.271284 7.686406 8.019380 8.374662 8.737914 8.844315 8.917906 9.117801 9.222022 9.379514 9.495904 9.431214 9.463749 9.169185 9.115145 9.017965 9.014015 8.905464 9.056045 8.928319 9.050571 9.196562 9.194679 9.210849 9.232787 9.267750 9.198028 9.208358 9.124970 9.114379 9.162322 9.205031 9.124975 9.157664 9.092733 8.948896 8.867390 8.809886 8.650958 8.430337 8.376176 8.183730 8.194569 8.145420 8.158741 8.234302 8.327796 8.472040 8.571811 8.733042 8.584656 8.580232 8.480440 8.453640 8.302524 8.222485 8.097778 7.936690 7.774081 7.558859 7.442041 7.162336 7.040535 6.766794 6.629435 6.464953 
1.000000 2.000000 3.000000 4.000000 5.000000 6.000000 7.000000 8.000000 9.000000 10.000000 11.000000 12.000000 13.000000 14.000000 15.000000 16.000000 17.000000 18.000000 19.000000 20.000000 21.000000 22.000000 23.000000 24.000000 25.000000 26.000000 27.000000 28.000000 29.000000 30.000000 31.000000 32.000000 33.000000 34.000000 35.000000 36.000000 37.000000 38.000000 39.000000 40.000000 41.000000 42.000000 43.000000 44.000000 45.000000 46.000000 47.000000 48.000000 49.000000 50.000000 51.000000 52.000000 53.000000 54.000000 55.000000 56.000000 57.000000 58.000000 59.000000 60.000000 61.000000 62.000000 63.000000 64.000000 65.000000 66.000000 67.000000 68.000000 69.000000 70.000000 71.000000 72.000000 73.000000 74.000000 75.000000 76.000000 77.000000 78.000000 79.000000 80.000000 81.000000 82.000000 83.000000 84.000000 85.000000 86.000000 87.000000 88.000000 89.000000 90.000000 91.000000 92.000000 93.000000 94.000000 95.000000 96.000000 
4.951865 4.881226 4.867329 4.840627 4.790881 4.845552 4.799038 4.760402 4.802154 4.727007 4.709848 4.710199 4.656791 4.689355 4.671542 4.745602 4.763650 4.718329 4.741836 4.841302 4.829595 4.783834 4.876403 5.003912 5.000934 5.131324 5.158320 5.230181 5.439058 5.512031 5.692913 5.997821 6.075562 6.395832 6.591895 6.736967 6.823465 6.933834 7.003544 7.093900 7.038361 7.046071 6.993213 6.934881 6.869228 6.633934 6.584059 6.403903 6.551941 6.601251 6.619634 6.661654 6.669314 6.573445 6.625778 6.689493 6.682367 6.642616 6.661241 6.625415 6.642399 6.713652 6.706756 6.844855 6.862929 6.947642 7.005455 6.923522 6.934094 6.983281 6.942962 7.069581 6.899680 6.891772 6.824740 6.738525 6.769949 6.748896 6.672355 6.641904 6.554609 6.494787 6.357063 6.332695 6.246302 6.107020 5.952121 5.919669 5.769831 5.615913 5.457999 5.337698 5.351892 5.202812 5.213597 5.169520 
1.000000 2.000000 3.000000 4.000000 5.000000 6.000000 7.000000 8.000000 9.000000 10.000000 11.000000 12.000000 13.000000 14.000000 15.000000 16.000000 17.000000 18.000000 19.000000 20.000000 21.000000 22.000000 23.000000 24.000000 25.000000 26.000000 27.000000 28.000000 29.000000 30.000000 31.000000 32.000000 33.000000 34.000000 35.000000 36.000000 37.000000 38.000000 39.000000 40.000000 41.000000 42.000000 43.000000 44.000000 45.000000 46.000000 47.000000 48.000000 49.000000 50.000000 51.000000 52.000000 53.000000 54.000000 55.000000 56.000000 57.000000 58.000000 59.000000 60.000000 61.000000 62.000000 63.000000 64.000000 65.000000 66.000000 67.000000 68.000000 69.000000 70.000000 71.000000 72.000000 73.000000 74.000000 75.000000 76.000000 77.000000 78.000000 79.000000 80.000000 81.000000 82.000000 83.000000 84.000000 85.000000 86.000000 87.000000 88.000000 89.000000 90.000000 91.000000 92.000000 93.000000 94.000000 95.000000 96.000000 
5.609436 5.640723 5.663880 5.517998 5.546154 5.486028 5.456988 5.389745 5.309543 5.340595 5.342406 5.266773 5.309710 5.286206 5.277518 5.324636 5.253204 5.296189 5.343529 5.315868 5.328990 5.379212 5.383360 5.362094 5.547772 5.739307 5.878790 5.922040 6.197514 6.585725 6.901949 7.208388 7.708446 7.929106 8.125734 8.353803 8.452790 8.614106 8.754199 8.850831 8.908530 8.942668 8.882928 8.778637 8.739959 8.618762 8.513031 8.454709 8.521469 8.462408 8.529778 8.573721 8.534338 8.560812 8.482941 8.501594 8.531868 8.492602 8.495176 8.521906 8.553480 8.484580 8.564416 8.484557 8.444856 8.327615 8.200245 8.118549 7.980031 7.838541 7.621402 7.427817 7.465593 7.533510 7.505224 7.542993 7.568192 7.541368 7.596877 7.590055 7.403810 7.417584 7.348144 7.232122 7.074130 7.012212 6.948728 6.872262 6.732185 6.564025 6.392048 6.282255 6.161409 6.016869 5.864346 5.673651 
1.000000 2.000000 3.000000 4.000000 5.000000 6.000000 7.000000 8.000000 9.000000 10.000000 11.000000 12.000000 13.000000 14.000000 15.000000 16.000000 17.000000 18.000000 19.000000 20.000000 21.000000 22.000000 23.000000 24.000000 25.000000 26.000000 27.000000 28.000000 29.000000 30.000000 31.000000 32.000000 33.000000 34.000000 35.000000 36.000000 37.000000 38.000000 39.000000 40.000000 41.000000 42.000000 43.000000 44.000000 45.000000 46.000000 47.000000 48.000000 49.000000 50.000000 51.000000 52.000000 53.000000 54.000000 55.000000 56.000000 57.000000 58.000000 59.000000 60.000000 61.000000 62.000000 63.000000 64.000000 65.000000 66.000000 67.000000 68.000000 69.000000 70.000000 71.000000 72.000000 73.000000 74.000000 75.000000 76.000000 77.000000 78.000000 79.000000 80.000000 81.000000 82.000000 83.000000 84.000000 85.000000 86.000000 87.000000 88.000000 89.000000 90.000000 91.000000 92.000000 93.000000 94.000000 95.000000 96.000000 
5.080276 5.044893 5.014133 5.002552 4.966693 4.950888 4.809140 4.916893 4.836577 4.895574 4.845904 4.804067 4.834144 4.859068 4.836761 4.809697 4.793788 4.806317 4.793840 4.814818 4.827136 4.862428 4.949609 5.033955 5.141865 5.245686 5.367407 5.434995 5.499819 5.643867 5.943533 6.059090 6.244943 6.459856 6.692914 6.737552 6.820217 6.990012 6.991993 7.068590 7.120439 7.255463 7.101482 6.949089 6.799144 6.772044 6.654990 6.625355 6.671666 6.753217 6.844342 6.915357 6.868881 6.908749 6.886837 6.955295 6.923940 6.891852 6.998037 6.978434 6.920648 6.952397 6.904141 7.023914 7.060004 7.215303 7.238539 7.235680 7.410640 7.384955 7.236676 7.145775 7.105557 7.139800 7.057904 7.068766 6.859072 6.879695 6.818781 6.767970 6.730672 6.625251 6.513757 6.455195 6.300597 6.183952 6.103854 6.013185 5.907201 5.765120 5.696388 5.558234 5.448710 5.272947 5.237274 5.171265 
1.000000 2.000000 3.000000 4.000000 5.000000 6.000000 7.000000 8.000000 9.000000 10.000000 11.000000 12.000000 13.000000 14.000000 15.000000 16.000000 17.000000 18.000000 19.000000 20.000000 21.000000 22.000000 23.000000 24.000000 25.000000 26.000000 27.000000 28.000000 29.000000 30.000000 31.000000 32.000000 33.000000 34.000000 35.000000 36.000000 37.000000 38.000000 39.000000 40.000000 41.000000 42.000000 43.000000 44.000000 45.000000 46.000000 47.000000 48.000000 49.000000 50.000000 51.000000 52.000000 53.000000 54.000000 55.000000 56.000000 57.000000 58.000000 59.000000 60.000000 61.000000 62.000000 63.000000 64.000000 65.000000 66.000000 67.000000 68.000000 69.000000 70.000000 71.000000 72.000000 73.000000 74.000000 75.000000 76.000000 77.000000 78.000000 79.000000 80.000000 81.000000 82.000000 83.000000 84.000000 85.000000 86.000000 87.000000 88.000000 89.000000 90.000000 91.000000 92.000000 93.000000 94.000000 95.000000 96.000000 
4.958576 4.854973 4.873309 4.881566 4.872987 4.861071 4.852674 4.720015 4.746155 4.791225 4.649106 4.645606 4.720729 4.689668 4.715946 4.728079 4.713311 4.727716 4.777344 4.792437 4.824283 4.861523 4.930466 4.891578 4.865330 5.053054 5.143210 5.176665 5.412294 5.508401 5.720435 5.929669 6.131963 6.367362 6.642318 6.794294 6.810719 6.907093 6.985857 7.062708 7.052823 7.151598 6.999558 6.961268 6.934878 6.766303 6.629457 6.449848 6.524884 6.567961 6.563244 6.625555 6.672136 6.623959 6.659766 6.662904 6.710942 6.714186 6.660339 6.588804 6.658362 6.733150 6.743276 6.823694 6.890537 6.797301 6.739781 6.750513 6.791275 6.803192 6.882367 6.884574 6.910164 6.858411 6.766627 6.750895 6.759058 6.682477 6.666504 6.545346 6.568067 6.550458 6.451300 6.294719 6.203324 6.154057 5.986875 5.891825 5.789951 5.703375 5.454183 5.339734 5.368263 5.206508 5.185833 5.173402 
1.000000 2.000000 3.000000 4.000000 5.000000 6.000000 7.000000 8.000000 9.000000 10.000000 11.000000 12.000000 13.000000 14.000000 15.000000 16.000000 17.000000 18.000000 19.000000 20.000000 21.000000 22.000000 23.000000 24.000000 25.000000 26.000000 27.000000 28.000000 29.000000 30.000000 31.000000 32.000000 33.000000 34.000000 35.000000 36.000000 37.000000 38.000000 39.000000 40.000000 41.000000 42.000000 43.000000 44.000000 45.000000 46.000000 47.000000 48.000000 49.000000 50.000000 51.000000 52.000000 53.000000 54.000000 55.000000 56.000000 57.000000 58.000000 59.000000 60.000000 61.000000 62.000000 63.000000 64.000000 65.000000 66.000000 67.000000 68.000000 69.000000 70.000000 71.000000 72.000000 73.000000 74.000000 75.000000 76.000000 77.000000 78.000000 79.000000 80.000000 81.000000 82.000000 83.000000 84.000000 85.000000 86.000000 87.000000 88.000000 89.000000 90.000000 91.000000 92.000000 93.000000 94.000000 95.000000 96.000000 
