 
-4.000000 -3.680000 -3.520000 -3.120000 -3.040000 -2.960000 -2.880000 -2.800000 -2.640000 -2.400000 -1.840000 -1.760000 -1.600000 -1.520000 -1.440000 -1.280000 -1.200000 -1.040000 -0.800000 -0.720000 -0.640000 -0.560000 -0.480000 -0.400000 -0.160000 -0.080000 0.000000 0.320000 0.560000 0.720000 0.800000 0.880000 1.040000 1.120000 1.200000 1.360000 1.600000 1.680000 1.760000 1.840000 2.000000 2.560000 2.720000 2.880000 2.960000 3.040000 3.120000 3.280000 3.680000 3.840000 3.920000 
-0.313473 -0.106102 0.062621 -0.112933 -0.306633 -0.518750 -0.685670 -0.770471 -1.031804 -1.003124 -0.617125 -0.561860 -0.396281 -0.205395 -0.076547 0.100188 0.043140 0.255248 0.397595 0.387250 0.507266 0.552206 0.518376 0.490071 0.371903 0.313807 0.381760 0.237940 0.169229 0.131219 0.168058 0.268152 0.142529 0.188819 0.367699 0.331373 0.404836 0.498410 0.522103 0.542991 0.675539 0.383273 0.202918 -0.113446 -0.333668 -0.449206 -0.646441 -0.824349 -0.574298 -0.260623 -0.254295 

-3.760000 -3.680000 -3.120000 -2.960000 -2.720000 -2.640000 -2.400000 -1.920000 -1.840000 -1.760000 -1.360000 -1.120000 -0.960000 -0.880000 -0.800000 -0.720000 -0.640000 -0.560000 -0.480000 -0.400000 -0.160000 -0.080000 0.000000 0.400000 0.560000 0.720000 0.880000 0.960000 1.120000 1.360000 1.440000 1.520000 1.600000 1.680000 1.760000 2.000000 2.240000 2.480000 2.560000 2.960000 3.040000 3.280000 3.360000 3.440000 3.520000 3.600000 3.680000 3.760000 3.840000 3.920000 4.000000 
0.727335 0.782607 0.469548 0.058688 -0.667538 -0.809104 -1.066715 -1.231841 -1.317483 -1.288073 -0.980087 -0.969514 -0.651757 -0.591166 -0.537401 -0.516668 -0.423324 -0.442462 -0.295735 -0.236234 -0.073104 -0.024507 -0.053656 0.135748 0.013313 0.059358 0.075731 -0.017429 0.016611 0.056895 0.005190 0.005273 0.060340 -0.020242 -0.009310 -0.024898 0.231929 0.175408 0.164061 -0.136107 -0.345792 -0.667035 -0.745565 -0.559063 -0.532171 -0.310788 -0.239971 -0.049651 0.141433 0.144523 0.123935 

-4.000000 -3.840000 -3.680000 -3.360000 -3.120000 -2.880000 -2.800000 -2.720000 -2.640000 -2.560000 -2.480000 -2.400000 -2.320000 -2.000000 -1.840000 -1.760000 -1.680000 -1.520000 -1.360000 -1.280000 -1.200000 -1.040000 -0.960000 -0.720000 -0.560000 -0.320000 -0.080000 0.080000 0.160000 0.400000 0.480000 0.560000 1.040000 1.120000 1.200000 1.440000 1.600000 1.760000 1.840000 2.080000 2.160000 2.320000 2.560000 2.800000 2.880000 2.960000 3.040000 3.200000 3.280000 3.520000 4.000000 
0.549205 0.591331 0.967898 1.166009 1.060000 0.726756 0.462913 0.416061 0.370509 0.258469 0.242189 0.263792 0.175577 0.369474 0.595064 0.601412 0.678262 0.824937 0.915366 0.979152 1.077014 1.199911 1.249897 1.265831 1.283891 1.375839 1.293496 1.333482 1.259154 1.185314 1.175716 1.279822 1.184355 1.237717 1.305688 1.257443 1.415003 1.447673 1.437089 1.585187 1.446195 1.482183 1.242379 0.828655 0.788715 0.569405 0.303895 -0.021652 -0.225784 -0.334610 0.262969 

-3.920000 -3.760000 -3.680000 -3.600000 -3.280000 -3.120000 -3.040000 -2.880000 -2.720000 -2.560000 -2.480000 -2.320000 -2.240000 -2.160000 -2.080000 -1.760000 -1.680000 -1.520000 -1.440000 -0.640000 -0.560000 -0.400000 -0.320000 -0.160000 -0.080000 0.080000 0.160000 0.240000 0.400000 0.640000 0.720000 1.040000 1.120000 1.280000 1.360000 1.520000 1.600000 1.680000 1.920000 2.000000 2.480000 2.640000 2.800000 2.880000 3.040000 3.200000 3.360000 3.440000 3.600000 3.760000 3.920000 
