-3.919192 -3.838384 -3.757576 -3.515152 -3.191919 -2.949495 -2.707071 -2.383838 -2.060606 -1.979798 -1.89899 -1.737374 -1.656566 -1.575758 -1.494949 -1.333333 -1.252525 -1.090909 -0.8484848 -0.7676768 -0.6868687 -0.4444444 -0.1212121 -0.04040404 0.3636364 0.4444444 0.5252525 0.6868687 0.8484848 0.9292929 1.010101 1.252525 1.333333 1.414141 1.575758 1.737374 1.818182 1.979798 2.060606 2.141414 2.545455 2.868687 3.111111 3.191919 3.272727 3.434343 3.676768 3.757576 3.919192 4 
1.0394 1.1294 1.1304 0.9563 0.7047 0.544 0.2625 -0.2142 -0.572 -0.6481 -0.708 -0.8678 -0.9263 -0.8058 -0.9978 -0.953 -0.9306 -0.8531 -0.9058 -0.7942 -0.7698 -0.6872 -0.6512 -0.5945 -0.7375 -0.6758 -0.6454 -0.6804 -0.7346 -0.6053 -0.7408 -0.6088 -0.5664 -0.4736 -0.3631 -0.2045 -0.1318 0.062 0.0944 0.1064 0.0585 0.1908 0.0871 0.0208 0.0708 0.0255 -0.0851 0.0046 -0.06 0.06 
-3.919192 -3.838384 -3.676768 -3.59596 -3.515152 -3.434343 -3.353535 -3.272727 -2.868687 -2.787879 -2.707071 -2.545455 -2.464646 -2.30303 -2.222222 -1.89899 -1.656566 -1.494949 -1.414141 -1.171717 -1.090909 -0.9292929 -0.6868687 -0.6060606 -0.5252525 -0.2828283 -0.1212121 0.04040404 0.4444444 0.8484848 0.9292929 1.010101 1.090909 1.171717 1.414141 1.494949 1.575758 1.656566 1.818182 2.060606 2.383838 2.626263 2.868687 2.949495 3.030303 3.111111 3.191919 3.515152 3.757576 3.838384 
-0.2586 -0.1867 -0.1871 -0.1683 -0.1028 -0.1606 -0.1019 -0.0918 -0.0941 -0.123 -0.0257 -0.0527 -0.0235 -0.0306 0.0066 0.1135 0.2777 0.2072 0.2184 0.3034 0.2235 0.2879 0.1516 0.1348 0.0209 -0.0061 -0.0689 -0.1205 -0.3116 -0.2804 -0.2153 -0.1119 -0.1575 -0.0906 0.2029 0.211 0.1964 0.3603 0.364 0.6934 0.7024 0.8771 0.6513 0.5871 0.5833 0.5825 0.4702 0.2272 0.112 0.147 
-4 -3.515152 -3.353535 -3.030303 -2.949495 -2.707071 -2.464646 -2.141414 -2.060606 -1.89899 -1.818182 -1.656566 -1.575758 -1.494949 -1.414141 -1.252525 -1.171717 -1.090909 -0.9292929 -0.6060606 -0.5252525 -0.3636364 -0.2020202 -0.1212121 -0.04040404 0.04040404 0.1212121 0.5252525 0.6060606 0.6868687 0.7676768 0.8484848 1.494949 1.656566 1.737374 1.818182 1.979798 2.060606 2.141414 2.222222 2.383838 2.464646 2.868687 2.949495 3.030303 3.434343 3.59596 3.676768 3.757576 4 
-0.1935 -0.015 0.0347 0.0719 0.2173 0.2394 0.2875 0.1869 0.2481 0.2714 0.2506 0.1662 0.1286 0.2538 0.1437 0.0996 0.159 0.0096 0.0517 -0.0466 -0.2151 -0.1568 -0.3688 -0.4098 -0.4013 -0.4868 -0.4007 -0.6517 -0.5231 -0.6023 -0.6118 -0.5141 -0.1065 0.0476 0.0976 0.1553 0.2477 0.2267 0.3352 0.3121 0.2889 0.3181 0.0941 0.0152 0.0189 -0.5122 -0.6267 -0.6618 -0.6692 -0.7038 
-4 -3.838384 -3.515152 -3.272727 -3.111111 -3.030303 -2.949495 -2.868687 -2.787879 -2.626263 -2.464646 -2.060606 -1.979798 -1.818182 -1.575758 -1.494949 -1.414141 -1.252525 -1.171717 -1.010101 -0.9292929 -0.8484848 -0.6868687 -0.6060606 -0.5252525 -0.4444444 -0.2828283 -0.1212121 0.04040404 0.4444444 0.7676768 0.9292929 1.171717 1.333333 1.494949 1.656566 1.737374 1.818182 1.979798 2.060606 2.141414 2.464646 2.626263 3.030303 3.111111 3.353535 3.515152 3.59596 3.676768 3.757576 
0.4385 0.3445 0.2889 0.147 -0.0063 -0.0516 -0.1493 -0.1805 -0.1929 -0.4046 -0.4712 -0.5703 -0.6316 -0.6884 -0.5479 -0.583 -0.5105 -0.4269 -0.2504 -0.1696 -0.0875 0.0264 0.1456 0.2329 0.2428 0.3013 0.3889 0.5995 0.7313 0.5678 0.5283 0.4556 0.3632 0.3555 0.3258 0.5103 0.4409 0.4664 0.4693 0.5207 0.5642 0.7837 0.8032 0.7902 0.8615 0.778 0.797 0.7542 0.7461 0.707 
-4 -3.838384 -3.757576 -3.353535 -3.030303 -2.949495 -2.787879 -2.626263 -2.464646 -2.383838 -2.30303 -2.141414 -1.656566 -1.575758 -1.494949 -1.333333 -1.252525 -1.090909 -1.010101 -0.9292929 -0.8484848 -0.6868687 -0.5252525 -0.3636364 -0.2020202 -0.04040404 0.2020202 0.2828283 0.3636364 0.5252525 0.6868687 0.8484848 1.333333 1.494949 1.656566 1.737374 1.818182 1.979798 2.383838 2.464646 2.626263 2.707071 2.868687 2.949495 3.111111 3.353535 3.59596 3.676768 3.757576 4 
0.9561 1.0474 1.0537 1.1029 1.2032 1.2253 1.1042 1.0537 0.9581 1.0391 0.8212 0.6965 0.2337 0.1154 0.1137 -0.0574 0.002 -0.1464 -0.1244 -0.1465 -0.1395 -0.1029 -0.0165 0.1252 0.1282 0.3295 0.3506 0.4068 0.3207 0.2431 0.1352 0.061 -0.3376 -0.4677 -0.5661 -0.6082 -0.6362 -0.6253 -0.8027 -0.7989 -0.7761 -0.6548 -0.6466 -0.6291 -0.4738 -0.2085 -0.0983 -0.0391 0.009 0.127 
