                                                 
-3.92 -3.84 -3.76 -3.68 -3.52 -3.44 -2.32 -2.24 -2.08 -1.92 -1.68 -1.52 -1.44 -1.36 -1.2 -1.04 -0.8 -0.72 -0.64 -0.48 -0.4 -0.24 -0.16 0.08 0.16 0.32 0.64 0.72 0.8 0.88 0.96 1.12 1.52 1.6 1.68 1.76 1.84 1.92 2.08 2.16 2.24 2.4 2.64 2.88 3.12 3.52 3.6 3.68 3.84 4
                                                 
-0.1419 -0.007565 -0.1431 -0.1384 -0.2668 -0.2834 -0.5255 -0.6932 -0.6537 -0.7557 -0.8592 -0.8865 -0.9479 -1.07 -1.208 -1.193 -1.299 -1.261 -1.263 -1.345 -1.361 -1.294 -1.199 -1.058 -1.178 -0.9734 -0.6887 -0.737 -0.5701 -0.4858 -0.5051 -0.2454 -0.1841 -0.2584 -0.2239 0.03212 -0.1762 0.04259 -0.07333 0.01523 -0.08617 -0.06899 -0.1176 -0.05344 -0.2451 -0.2212 -0.2022 -0.2985 -0.3326 -0.2782
                                                 
-3.92 -3.76 -3.68 -3.6 -3.2 -3.04 -2.88 -2.72 -2.48 -2.4 -2.24 -2 -1.92 -1.68 -1.36 -1.04 -0.96 -0.8 -0.64 -0.48 -0.24 -0.16 0.24 0.32 0.56 0.72 0.8 1.04 1.12 1.2 1.28 1.36 1.44 1.68 1.92 2 2.08 2.24 2.64 2.72 2.96 3.04 3.12 3.2 3.28 3.36 3.52 3.6 3.76 3.84
                                                 
-0.7739 -0.624 -0.5831 -0.4957 -0.1723 0.006134 0.215 0.1921 0.5135 0.5351 0.5571 0.63 0.6511 0.7495 0.7843 0.7994 0.9042 0.9173 0.9786 1.128 1.216 1.265 1.163 1.295 1.137 1.156 1.084 0.8376 0.9281 0.8178 0.6817 0.639 0.6591 0.4114 0.2372 0.2258 0.0577 0.04385 -0.1154 -0.004855 -0.1872 -0.08884 -0.09879 -0.03246 -0.05064 -0.1713 -0.1201 -0.08381 -0.1249 -0.05827
                                                 
-3.84 -3.52 -3.44 -3.28 -3.12 -2.96 -2.72 -2.48 -2.4 -2.32 -2.24 -2.16 -2.08 -1.76 -1.6 -1.52 -1.36 -1.12 -1.04 -0.8 -0.48 0 0.08 0.16 0.24 0.4 0.64 0.72 0.88 0.96 1.04 1.28 1.44 1.76 1.92 2 2.16 2.4 2.48 2.56 2.72 2.8 2.88 2.96 3.12 3.2 3.44 3.68 3.92 4
                                                 
